1.3432504E+00,-1.3311479E+00
1.8205529E+00,-6.346681E-01
9.8632067E-01,-1.8885762E+00
1.9443734E+00,-1.635452E+00
9.7673352E-01,-1.3533151E+00
1.9458584E+00,-2.0443278E+00
2.1075153E+00,-2.1256684E+00
2.070373E+00,-2.4634101E+00
8.6864964E-01,-2.4119348E+00
1.8006594E+00,-2.7739689E+00
3.1283787E+00,-3.4452432E+00
3.0947429E+00,-3.6446145E+00
2.9086652E+00,-4.0065037E+00
2.6770338E+00,-3.0198592E+00
2.7458671E+00,-2.7100561E+00
4.1714647E+00,-3.4622482E+00
3.931322E+00,-2.1099044E+00
4.378687E+00,-2.3804743E+00
4.8016565E+00,-3.3803344E+00
4.166105E+00,-2.8138844E+00
2.4670141E+00,-1.6108444E+00
3.4826743E+00,-1.5533872E+00
3.3652482E+00,-1.8164936E+00
2.8772788E+00,-1.8511689E+00
3.1090444E+00,-1.6384946E+00
2.2183701E+00,7.4279558E-02
1.9949873E+00,1.6268659E-01
2.9500308E+00,1.6873016E-02
2.0216009E+00,1.7227387E-01
2.0486921E+00,-6.3581041E-01
8.7548563E-01,-5.4586168E-01
5.7079941E-01,-3.327866E-02
1.4266468E+00,-7.5288337E-01
7.2265633E-01,-8.669193E-01
9.5346198E-01,-1.4896956E+00
4.8333333E+00,7.0175439E-02
4.3070175E+00,1.4152047E+00
6.0321637E+00,4.502924E-01
5.4181287E+00,-2.7076023E+00
3.4590643E+00,-2.8245614E+00
2.7280702E+00,-9.2397661E-01
1.002924E+00,7.7192982E-01
3.6637427E+00,-7.7777778E-01
4.3070175E+00,-1.0409357E+00
3.6929825E+00,-1.0526316E-01
5.7397661E+00,-1.625731E+00
4.9795322E+00,-1.5087719E+00
6.5E+00,-2.9122807E+00
5.2426901E+00,9.1812865E-01
1.6754386E+00,5.6725146E-01
5.1708997E+00,1.2103667E+00
4.8795188E+00,1.6081848E+00
4.664987E+00,1.0695532E+00
4.4934321E+00,1.2351592E+00
4.1512967E+00,8.672126E-01
3.717708E+00,1.15172E+00
3.6224477E+00,1.3106769E+00
3.0606943E+00,1.4857163E+00
7.0718465E+00,-3.4961651E-01
6.0391832E+00,-2.4756832E-01
6.674748E+00,-1.2484766E-01
6.8461291E+00,2.5977167E-01
6.4270724E+00,-1.4713863E-01
6.8456065E+00,1.4754967E+00
7.7054006E+00,1.6045555E+00
6.2870658E+00,2.4156427E+00
6.9810956E+00,1.2599865E+00
7.0990172E+00,2.2155151E+00
5.5275479E+00,2.9968421E-01
5.8303489E+00,-2.1974408E-01
6.3594527E+00,2.3944217E-01
6.1004524E+00,-4.0957414E-02
5.6237412E+00,3.7135914E-01
5.8836969E+00,2.7768186E+00
5.5781611E+00,3.0682889E+00
7.0050662E+00,-2.5781727E-01
4.4538114E+00,8.3941831E-01
5.6495924E+00,1.3053929E+00
4.6337489E+00,1.9467546E+00
3.6986847E+00,2.2594084E+00
4.1193005E+00,2.547451E+00
4.7665558E+00,2.7531209E+00
3.0812098E+00,2.7985255E+00
4.0730994E+00,-3.0292398E+00
3.4883041E+00,-1.8888889E+00
7.6900585E-01,1.2105263E+00
1.5E+00,3.8128655E+00
5.7982456E+00,-2.0935673E+00
6.8114529E+00,-8.345673E-01
7.1106096E+00,-1.0201158E+00
7.494152E+00,-1.7426901E+00
3.1374269E+00,4.2105263E-01
1.6754386E+00,5.0877193E-01
2.494152E+00,-8.6549708E-01
4.7748538E+00,9.9415205E-02
5.8274854E+00,-6.9005848E-01
2.2894737E+00,1.9707602E+00
2.494152E+00,1.4152047E+00
2.0847953E+00,1.3567251E+00